Protein_ID,Gene,S1,S2,S3,R1,R2,R3
P25685;Q9UDY4,DNAJB1,1.19676,2.30154,2.35024,2.38439,2.58737,2.40857
Q9UBS4,DNAJB11,1.40014,1.25987,1.2824,1.25664,1.53107,1.39879
Q9NXW2,DNAJB12,-2.39222,-0.882338,-0.800491,-0.978329,-0.839386,-0.839018
P25686,DNAJB2,-0.0468674,-1.82241,-2.25444,-2.45662,-1.55926,-2.44421
Q9UDY4,DNAJB4,-1.08829,-1.53774,-1.62857,-1.35639,-1.28566,-1.35047
O75190;P25686;Q8NHS0,DNAJB6,-0.719505,0.211504,0.227951,-0.232626,0.214125,-0.114386
Q96KC8,DNAJC1,-1.47234,-1.3632,-1.42313,-1.20712,-3.84903,-1.3817
Q8IXB1,DNAJC10,-0.536383,-0.309082,-0.285906,-0.353123,-0.124521,-0.416866
Q9NVH1,DNAJC11,1.45643,0.744539,0.554312,0.606087,0.704872,0.398787
O75165,DNAJC13,0.150024,-0.0127106,0,-0.105932,-0.444809,-0.0327015
Q9NVM6,DNAJC17,-3.33306,-4.10085,-3.32162,-3.21321,-3.35153,-4.01156
Q96DA6,DNAJC19,-2.06629,0.0250912,0.136322,-0.161966,-0.160727,0.0939312
Q99543,DNAJC2,1.1589,1.10962,1.1481,1.16282,1.47509,1.12393
Q5F1R6,DNAJC21,-0.730394,-0.32596,-0.275822,-0.366129,-0.217701,-0.237688
Q13217,DNAJC3,0.24758,0.618322,0.580624,0.528549,0.739849,0.475239
Q9H3Z4,DNAJC5,-0.299055,-1.45504,-1.95492,-2.1202,-2.3331,-1.76498
Q99615,DNAJC7,0.876265,0.14439,0.21681,0.446608,0.310341,0.418283
O75937,DNAJC8,-1.08829,1.72553,1.82397,1.76854,1.93357,1.71875
Q8WXX5,DNAJC9,1.44438,1.48452,1.53201,1.61445,1.9222,1.71875
O00115,DNASE2,-2.15562,-0.499271,-0.445847,-0.35186,0.111032,-0.323826
Q05193,DNM1,1.61107,1.18948,-0.107916,0.0746384,0.367371,0.221481
O00429,DNM1L,1.52442,1.38628,1.27705,1.20773,1.32769,1.17066
P50570;Q9UQ16,DNM2,2.26139,2.09785,2.18,2.14272,2.20789,2.14748
Q6XZF7,DNMBP,-3.31475,-3.93942,-4.63676,-2.06004,-0.883457,-3.97543
P26358,DNMT1,1.87267,0.987289,1.04479,1.29876,1.44361,1.23254
Q9ULA0,DNPEP,-1.22582,-0.372965,-0.259335,-0.246275,-0.208725,-0.469713
O43598,DNPH1,1.40263,0.825323,0.83494,0.606087,0.887526,0.338665
Q5QJE6,DNTTIP2,0.879848,-0.581903,-0.496799,-0.177326,-0.00304985,-0.114386
Q96N67,DOCK7,0.966679,0.254574,0.405256,0.455946,0.137505,0.27593
Q9BU89,DOHH,0.725058,-0.352703,-0.449659,-0.0128231,-0.599255,-0.0866394
Q9BVM2,DPCD,-2.48341,-1.52504,-1.93165,-1.66075,-1.24102,-1.54552
Q8WYB5;Q92782;Q92784;Q92785;Q92794,DPF2,0.787455,0.721699,0.673189,0.866322,0.739849,0.967299
O60762,DPM1,0.929115,1.58496,1.68132,1.6515,1.61824,1.65444
Q9P2X0,DPM3,-1.71634,1.43857,1.81291,1.37949,1.38405,1.35899
Q9NY33,DPP3,0.591534,0.714005,0.906023,0.816446,1.03562,0.87154
Q9UHL4,DPP7,-0.904423,-0.118643,-0.210997,-0.626087,-0.642229,-0.591862
Q86TI2,DPP9,-2.48353,-0.260702,-0.210649,-0.176323,-0.452038,-0.185284
Q9C005,DPY30,0.0831928,0.178337,0.571905,0.5807,0.0976105,0.286577
Q12882,DPYD,1.68464,1.03748,1.18286,0.256638,0.378511,0.187799
Q16555,DPYSL2,4.39263,4.25059,3.26898,3.18825,2.97085,3.1649
Q9BPU6,DPYSL5,3.61323,2.82175,3.26898,2.64539,3.16027,2.83029
Q01658,DR1,2.10938,1.71014,1.97046,2.07464,2.33342,1.89955
Q14919,DRAP1,0.38003,1.00632,1.23349,1.38927,1.48026,1.1878
Q9Y295,DRG1,1.26961,1.59338,1.58496,1.81645,1.62761,1.8175
P55039,DRG2,-0.0882874,-0.546045,-0.460688,-0.784658,-0.963591,-0.430605
Q02413,DSG1,-1.41096,-2.52169,-2.7019,-2.21054,-2.80595,-1.93856
Q14126,DSG2,2.28861,1.38143,1.4344,1.60189,1.7866,1.59572
Q9H410,DSN1,1.77996,-1.90856,-1.85028,-1.90526,-3.10098,-1.96379
P15924,DSP,-0.399748,-1.03053,-0.869667,-0.826323,-0.984327,-0.944948
Q03001,DST,-1.72757,-2.18151,-2.72268,-2.25497,-4.22753,-2.43541
P60981,DSTN,1.57394,2.30666,2.41747,1.97424,2.13093,1.94058
Q8TEA8,DTD1,1.77996,-1.5727,-1.55637,-2.19231,-1.79531,-2.15517
not found,DTNA,-2.22502,-2.41326,-2.8865,-2.51483,-2.15404,-2.31915
Q96EV8,DTNBP1,1.77996,-3.42816,-3.73456,-2.92177,-3.64592,-3.83379
Q8TDB6,DTX3L,-1.13189,-1.84394,-1.74816,-1.7946,-1.58889,-1.70977
P23919,DTYMK,0.253119,1.69067,1.76017,1.77228,1.3505,1.71875
Q9NX74,DUS2,-0.0743484,-1.07492,-1.15723,-1.05196,-0.650192,-0.843569
Q96G46,DUS3L,-0.382471,-1.1676,-1.19094,-1.5269,-1.16507,-1.63226
Q9UNI6,DUSP12,-1.97016,-1.19347,-1.08385,-1.09503,-2.1026,-1.11446
Q9BVJ7,DUSP23,-1.94906,-0.199982,-0.0262318,-0.0128231,0.226509,-0.161249
P51452,DUSP3,0.385084,0.658964,0.518467,0.474442,0.584963,0.484516
P33316,DUT,1.95143,1.7217,1.72522,2.24052,2.14078,2.21592
O14641,DVL2,-2.59917,-2.04809,-2.17114,-2.05412,-1.42982,-1.79325
Q14204,DYNC1H1,1.70903,2.37412,2.37049,2.49497,2.46989,2.47058
Q13409,DYNC1I2,0.704992,1.33202,1.39046,1.57214,2.08746,1.512
Q9Y6G9,DYNC1LI1,-0.575115,0.132895,0.194269,0.35973,0.378511,0.36904
O43237,DYNC1LI2,1.85457,1.31686,1.30362,1.56353,1.55582,1.5345
P63167,DYNLL1,0.821402,0.642843,0.606462,0.563526,0.807356,0.36904
P63167;Q96FJ2,DYNLL2,0.634604,2.39111,2.50479,2.41344,1.33342,2.38894
Q9NP97,DYNLRB1,1.58716,1.51141,1.66911,1.7151,1.69599,1.88561
P63172,DYNLT1,-1.53995,-0.655878,-0.643007,-0.427511,-0.0670834,-0.388056
P51808,DYNLT3,-0.443871,-1.09151,-1.62399,-1.18839,-0.907703,-1.22552
Q16254,E2F4,-2.3851,-1.89355,-1.60618,-1.89392,-1.23597,-1.8637
Q56P03,EAPP,1.77996,-3.27624,-2.87068,-3.12479,-2.60022,-3.90755
Q5JPH6,EARS2,-1.31899,-2.07978,-1.89173,-1.93322,-1.65223,-1.92042
Q99848,EBNA1BP2,1.18811,0.461731,0.481709,0.734409,0.659925,0.690968
Q15125,EBP,-3.6441,1.33202,1.54988,0.779734,0.516016,1.12985
O95905,ECD,-1.48704,-2.71955,-2.58696,-2.33356,-1.77466,-2.56506
P42892,ECE1,1.82698,0.78182,0.790546,0.859301,-0.162376,1.0129
Q13011,ECH1,2.53583,2.99525,3.04636,2.38684,2.38681,2.19064
Q9NTX5,ECHDC1,0.57394,-0.377615,-0.635527,-1.00504,-0.473866,-0.402073
P30084,ECHS1,2.10633,3.13145,3.06977,2.70534,2.488,2.7305
P42126,ECI1,1.96161,2.87792,2.91639,2.29876,2.45681,2.27593
Q5VYK3,ECPAS,1.56729,1.2115,1.24998,1.34975,1.56071,1.29187
Q9BQ95,ECSIT,0.424885,-0.400097,-0.600525,-1.00209,-1.59111,-0.537622
Q9H8V3,ECT2,-4.87261,-5.42617,-5.57764,-3.33151,-3.35153,-4.01029
Q96F86,EDC3,-0.197359,-0.735231,-0.687996,-0.822182,-1.13588,-0.635374
Q6P2E9,EDC4,2.04539,1.23857,1.23901,1.24591,1.48026,1.27593
O60869,EDF1,-1.25792,2.37168,2.39294,2.51074,2.57531,2.61062
Q15075,EEA1,-0.892145,0.155796,0.182863,-0.0128231,0.286882,0.117977
O75530,EED,-2.30663,-0.585371,-0.827095,-0.661242,-0.647429,-0.708899
not found,EEF1A1,7.3285,6.71786,6.75633,6.70632,6.74147,6.66315
Q05639,EEF1A2,7.98541,7.63752,7.73208,7.93742,7.61471,7.75586
P24534,EEF1B2,3.53583,3.39593,3.42233,3.55703,3.99096,3.56544
P29692,EEF1D,3.62929,4.5605,4.64645,4.66666,4.93546,4.72071
O43324,EEF1E1,0.52442,-0.298756,-0.216524,-0.229445,-0.306528,-0.271433
P26641,EEF1G,2.56951,4.05128,4.17856,4.40262,3.87774,4.06794
P13639,EEF2,4.36732,5.46345,5.70742,5.78484,5.31832,5.60851
P57772,EEFSEC,1.77996,-2.10206,-1.99367,-2.22587,-4.22753,-2.38392
Q96C19,EFHD2,0.185215,1.61005,1.55431,1.88026,2.08746,1.91679
Q7Z2Z2,EFL1,0.400139,-0.310371,-0.365648,-0.443129,-0.853874,-0.512379
P98172,EFNB1,-2.79343,-2.60762,-2.59187,-2.96057,-1.82384,-2.6171
Q15029,EFTUD2,1.41504,1.4292,1.5365,1.63925,1.3505,1.54784
P00533,EGFR,-0.797508,0.356936,0.293047,0.537373,0.584963,0.642057
Q8NDI1,EHBP1,1.77996,-3.23331,-3.2765,-2.96232,-2.72759,-3.06598
Q8N3D4,EHBP1L1,-2.21152,-3.56828,-3.61166,-2.89437,-2.56804,-2.79596
Q9H4M9;Q9NZN3,EHD1,1.8941,1.41504,1.41015,1.54614,1.65076,1.54784
Q9NZN4,EHD2,1.69892,1.92866,2.11847,1.97098,1.20789,1.80644
Q9NZN3,EHD3,1.34675,0.54215,-0.362297,-1.45027,1.03562,0.538963
Q9H223;Q9NZN3,EHD4,-0.373909,-0.759331,-0.754059,-0.440765,-0.356472,-0.356203
Q08426,EHHADH,0.323244,-0.205517,-0.20125,-0.33606,-0.249855,-0.417763
Q9H9B1,EHMT1,1.77996,-1.03799,-1.14867,-0.964718,-0.697136,-1.10024
Q96KQ7,EHMT2,-3.83551,-1.61829,-1.72682,-1.606,-1.08634,-1.7955
P41567;O60739,EIF1,0.434666,0.452513,0.385492,0.764784,-0.923838,0.511997
P47813,EIF1AX,-1.78736,2.37412,2.42717,2.65353,2.78031,2.66264
Q9BY44,EIF2A,0.439531,0.559427,0.580624,0.749678,1.09085,0.791571
P19525,EIF2AK2,0.692818,0.211504,0.194269,0.589212,0.1635,0.591431
Q9P2K8,EIF2AK4,1.77996,-1.18171,-1.8409,-2.02455,-2.09054,-1.73404
Q14232,EIF2B1,1.19963,0.0619278,0.0635643,0.0867119,-0.11331,0.265203
P49770,EIF2B2,0,1.26514,1.22239,1.3091,0.910732,1.4565
Q9NR50,EIF2B3,0.323244,0.121307,0.21681,0.256638,0.15056,0.265203
Q9UI10,EIF2B4,0.296675,0.0619278,0.0635643,0.179821,0.298658,0.265203
Q13144,EIF2B5,0.482601,0.155796,0.112474,0.134018,-0.791922,0.265203
P41214,EIF2D,1.77996,-0.717577,-0.779558,-0.82995,-0.146963,-0.641632
P05198,EIF2S1,1.5606,2.85186,2.82763,2.90434,3.08066,2.86623
P20042,EIF2S2,-0.786102,2.41504,2.47003,2.47674,2.76554,2.4659
P41091;Q2VIR3,EIF2S3,1.33895,2.63675,2.67319,2.73057,2.53854,2.69097
Q14152,EIF3A,3.26139,3.13289,3.18572,3.18825,3.06695,3.19347
P55884,EIF3B,1.09866,2.00632,2.00971,2.08069,2.19535,2.01929
Q99613;B5ME19,EIF3C,-0.167458,1.79282,1.89907,2.00319,1.43296,1.9706
O15371,EIF3D,1.19963,0.86755,0.940294,1.16851,0.389566,1.03832
P60228,EIF3E,-1.07435,1.72553,1.81291,1.73824,1.29278,1.66264
O00303,EIF3F,1.01963,1.18392,1.29834,1.39414,1.48026,1.27058
O75821,EIF3G,1.68669,1.88136,1.98694,1.99681,2.50589,1.99678
O15372,EIF3H,0.604591,0.666956,0.812914,0.801872,0.992769,0.82847
Q13347,EIF3I,0.101728,1.78916,1.89208,1.8975,2.11437,1.87507
O75822,EIF3J,-0.594879,1.48452,1.55873,1.64743,1.70929,1.64206
Q9UBQ5,EIF3K,0.458832,1.9153,1.764,1.94801,2.10434,2.08786
Q9Y262,EIF3L,0.879848,2.11255,2.14222,2.22148,2.27202,2.22978
Q7L2H7,EIF3M,0.986763,0.178337,0.194269,0.277853,0.263035,0.153311
P60842;Q14240,EIF4A1,3.45403,5.09266,5.16051,5.37211,4.52356,5.30894
Q14240,EIF4A2,1.67023,2.1008,2.09433,1.81645,1.77821,1.80644
P38919,EIF4A3,0.190996,3.34702,3.39788,3.28311,3.14568,3.24896
P23588,EIF4B,1.66192,2.55513,2.58496,2.70142,2.96901,2.68695
P06730,EIF4E,1.22239,0.860598,0.960472,1.01903,-0.118687,0.899553
O60573,EIF4E2,-0.584963,-1.49521,-0.885553,-0.779335,-1.6931,-1.4288
Q13541,EIF4EBP1,-1.42194,-2.55635,-2.46481,-2.70075,-1.90017,-2.44545
Q04637,EIF4G1,0.551641,2.70627,2.77354,2.93304,2.94111,2.97555
P78344,EIF4G2,0.477879,0.928661,0.940294,1.15137,1.34483,1.12985
O43432,EIF4G3,-0.763561,-0.160463,-0.175688,-0.161966,0.176323,-0.202795
Q15056,EIF4H,2.88699,3.51141,3.62554,3.50175,3.49825,3.48683
P55010,EIF5,1.57836,2.22239,2.31933,2.5592,2.43029,2.49832
P63241;Q9GZV4;Q6IS14,EIF5A,2.07227,4.11839,4.24861,4.49043,3.96347,4.42793
O60841,EIF5B,1.70094,1.64689,1.56753,1.61027,1.80323,1.64206
P56537,EIF6,1.91521,3.09785,3.09888,3.05173,3.36457,3.04304
Q53HC9,EIPR1,-2.04055,-1.08695,-1.33429,-1.2209,-1.21093,-0.874493
Q9BQ52,ELAC2,-0.604862,-0.583199,-0.621784,-0.405142,-0.164671,-0.363804
Q15717,ELAVL1,2.42978,3.60798,3.6568,3.73057,3.45943,3.7305
P32519,ELF1,-1.60267,-2.77285,-2.82795,-3.10377,-2.38625,-2.81207
Q96JJ3,ELMO2,1.23923,0.452513,0.375509,0.0986843,0.389566,0.117977
Q8IZ81,ELMOD2,1.77996,-0.915327,-0.774576,-0.968098,-0.951065,-0.747063
Q14241,ELOA,-2.99166,-2.1842,-1.98611,-1.90408,-1.54054,-1.77018
Q15370,ELOB,-1.27068,1.34702,1.4392,1.4927,1.59932,1.54784
Q15369,ELOC,-0.904423,0.479994,0.580624,0.235104,0.687061,0.574154
Q9BW60,ELOVL1,-0.42606,-0.718122,-0.515745,-0.391912,0.189034,-0.12846
Q9NYP7,ELOVL5,-2.80713,-1.37106,-1.5604,-1.4764,-3.02313,-1.41721
O95163,ELP1,0.0893993,-0.356823,-0.281479,-0.231365,-0.0384865,-0.142673
Q6IA86,ELP2,-0.517399,-1.0679,-1.02037,-0.955606,-0.528044,-1.18547
Q9H9T3,ELP3,-0.315355,0.0619278,0.0635643,0.0867119,-0.674828,0.164898
Q96EB1,ELP4,-0.0813007,-1.05247,-1.3532,-1.89958,-0.518425,-1.12398
Q8N766,EMC1,0.729038,0.306662,0.509365,0.455946,0.604073,0.254396
Q5UCC4,EMC10,-0.75242,-0.681467,-0.631229,-0.390026,-1.45605,-0.75152
Q15006,EMC2,-0.517399,0.470892,0.136322,0.213243,0.34483,0.379023
Q9P0I2,EMC3,-0.867897,-0.264063,-0.383501,-0.500496,-0.381371,-0.46521
Q5J8M3,EMC4,-2.75002,-1.14672,-0.921295,-1.13914,-0.968988,-1.2704
Q9BV81,EMC6,-1.36468,-0.760439,-0.490604,-0.655401,-0.0812016,-0.741407
Q9NPA0,EMC7,0.0955772,0.275635,0.239006,0.191048,0.0426445,-0.0327015
O43402,EMC8,-2.53298,0.974466,1.07595,0.928015,1.37295,0.927034
P50402,EMD,0.449215,0.789162,0.805496,0.779734,0.575314,1.00001
Q92979,EMG1,1.2448,1.41028,1.42475,1.55486,1.80323,1.49373
O95834,EML2,0.196756,0.275635,0.303616,-0.311901,-0.0815907,-0.324083
Q32P44,EML3,-2.13371,-2.00833,-1.81595,-1.47027,-1.56848,-1.51356
Q9HC35,EML4,-0.251226,-0.620895,-0.57342,-0.24531,-0.0280781,-0.21859
Q7Z589,EMSY,-1.41096,-2.5428,-2.71638,-2.70928,-2.36334,-2.39351
Q8N8S7,ENAH,-0.786102,0.987289,1.03213,1.22967,1.56071,1.23803
O94919,ENDOD1,-0.0265942,-0.659714,-1.74966,-2.24441,-2.39195,-2.01392
Q14249,ENDOG,-0.443871,-0.0515289,-0.136204,0.179821,0.0143566,0.307638
P17813,ENG,2.06913,1.39111,1.42959,1.22421,1.47509,1.27058
P06733,ENO1,6.31201,6.38537,6.4329,6.42656,6.25172,6.3187
P09104,ENO2,5.73943,4.97688,1.80921,1.34473,1.76129,1.50745
P13929,ENO3,1.52671,0.4245,-0.405222,0.631033,0.948601,0.674847
Q9UHY7,ENOPH1,0.101728,0.189478,0.112474,0.179821,0.0143566,0.164898
Q7L5Y1,ENOSF1,-1.42286,-1.41137,-1.25879,-1.79287,-1.67739,-1.69841
O43768;P56211,ENSA,1.77996,0.366783,0.500204,0.572138,0.815577,0.328398
Q9NPA8,ENY2,1.95313,0.576502,0.334867,0.764784,-0.522678,0.616966
Q5NDL2,EOGT,-2.13371,-2.00675,-1.84024,-1.94753,-2.16382,-3.03128
Q96L91,EP400,1.77996,-5.28535,-5.11869,-5.43377,-5.28034,-5.73081
P11171,EPB41,-0.299055,-1.04746,-1.20204,-1.10508,-0.989195,-1.17604
Q9H4G0,EPB41L1,1.1048,-0.226757,-0.72703,-0.105932,0.0143566,-0.186172
O43491,EPB41L2,-0.189825,-0.484961,-0.463728,-0.613003,-0.409912,-0.741745
P29317,EPHA2,-1.50324,-1.18644,-1.17159,-0.133678,0.0143566,-0.15703
P29323,EPHB2,-0.0468674,-0.429447,-0.51111,-0.343376,-0.132246,-0.174822
P54760,EPHB4,-1.63961,-2.82743,-2.60934,-2.43369,-2.20798,-2.43481
P07099,EPHX1,3.191,4.61832,4.62027,4.3535,3.80736,4.49832
P34913,EPHX2,1.77996,-1.49691,-1.512,-2.08184,-2.54602,-2.31563
Q7L775,EPM2AIP1,-0.708698,-0.64723,-0.684175,-0.875477,-0.743071,-0.916191
Q9H201;Q9Y6I3,EPN1,-1.83349,-1.12177,-1.11646,-1.6907,-1.58749,-1.6201
O95208,EPN2,-3.88466,-2.60173,-2.99519,-2.76158,-2.31626,-2.39443
Q9H201,EPN3,-1.54625,-2.02259,-2.36809,-2.09998,-1.75676,-2.54015
P58107,EPPK1,-0.797508,-1.45226,-1.29816,-1.06448,-1.06893,-1.12208
P07814,EPRS1,2.06599,2.19502,2.28507,2.15996,2.20163,2.11499
P42566,EPS15,-2.12927,-1.56911,-1.89005,-2.0175,-1.43134,-2.00855
Q9UBC2,EPS15L1,-0.635237,-0.400991,-0.366199,-0.636711,-0.233944,-0.631336
Q12929,EPS8,-2.00751,-2.14559,-1.9797,-1.5164,-1.20116,-1.56583
Q9H6S3,EPS8L2,0.0581017,0.254574,0.415037,0.900921,0.970854,0.906473
O75616,ERAL1,-0.0198994,-0.205162,-0.219046,-0.105932,0.176323,0.00646973
Q9NZ08,ERAP1,1.42734,0.832447,0.79804,0.703382,0.378511,0.599993
P04626,ERBB2,-3.01114,-3.45784,-3.91535,-3.71459,-3.4885,-3.24139
Q96RT1,ERBIN,-0.348522,-0.231588,-0.201113,-0.378174,-2.10377,-0.473137
Q8IUD2,ERC1,-0.152737,-0.0647049,-0.156847,-0.0519943,0.189034,0.0192928
P18074,ERCC2,0.39012,-0.45792,-0.612354,-0.69503,0.0426445,-0.506197
P19447,ERCC3,-1.91664,-2.60093,-2.58007,-2.92031,-1.89738,-2.49743
Q92889,ERCC4,-1.91496,-3.17685,-3.06558,-3.0388,-3.57973,-3.23454
P28715,ERCC5,-2.86219,-2.48301,-2.88696,-3.12557,-2.54732,-3.13957
Q9UKR5,ERG28,-1.42178,0.498028,0.623436,0.726715,-0.450573,0.538963
Q969X5,ERGIC1,0.344154,1.04975,1,1.18545,0.1635,1.21592
Q96RQ1,ERGIC2,-0.904423,-1.79927,-1.59304,-1.49229,-2.29438,-1.87941
Q9Y282,ERGIC3,1.3545,0.0250912,0.171368,0.179821,-0.0220013,0.117977
P84090,ERH,-2.19627,1.89162,1.84944,1.70338,1.93357,1.87507
Q8IV48,ERI1,-1.36357,-1.49456,-1.32657,-1.32289,-1.13993,-1.35736
O43414,ERI3,-0.197359,-0.582287,-0.263466,-0.796459,-0.453812,-0.995989
O75477,ERLIN1,1.50134,0.928661,1.25543,1.03157,1.41684,0.86445
O94905,ERLIN2,1.2913,1.96477,1.97377,1.74968,1.9222,1.8175
Q7Z2K6,ERMP1,1.77996,-0.898836,-0.699808,-0.892067,-0.677856,-0.983753
Q96HE7,ERO1A,1.65566,1.66297,1.76017,1.90774,1.88753,1.70691
Q86YB8,ERO1B,-2.53017,-1.89668,-1.65671,-2.17373,-2.98044,-3.13744
P30040,ERP29,1.16479,3.87274,3.89384,3.96935,4.05311,3.92192
Q9BS26,ERP44,0.439531,2.76143,2.83676,2.63515,2.81762,2.57198
P10768,ESD,2.76631,2.12711,1.97707,1.88026,1.7137,1.95066
Q9H501,ESF1,-1.71686,-2.5546,-2.6426,-2.92236,-2.8904,-2.94247
Q9H6T0,ESRP2,-0.954609,-2.18924,-1.58708,-1.76762,-0.863792,-1.10126
Q9BSJ8,ESYT1,3.34156,3.52246,3.58279,3.44426,3.28983,3.48683
A0FGR8,ESYT2,2.30203,2.379,2.44637,1.61861,1.37295,1.5345
P62495,ETF1,2.98177,2.93032,2.97211,2.89578,2.70708,2.90475
P13804,ETFA,3.57505,3.61832,3.61497,3.33464,3.65535,3.39141
P38117,ETFB,1.95143,3.08597,3.15103,3.07464,3.02326,2.88561
Q16134,ETFDH,-2.41292,-0.742804,-0.403028,-1.03125,-0.630789,-0.886419
O95571,ETHE1,1.1589,1.25457,1.22795,1.11646,1.21412,1.17066
Q9HBU6,ETNK1,-2.86744,-3.13734,-3.49594,-3.20014,-2.75624,-3.3432
Q92817,EVPL,-0.508001,-0.981529,-0.945353,-0.593218,-0.636202,-0.443714
Q01844,EWSR1,1.72506,3.10962,3.07749,2.79269,2.41684,2.8926
Q9NVH0,EXD2,-0.730394,-1.39309,-1.37916,-1.63025,-1.21373,-1.54141
Q9NV70,EXOC1,0.032568,-0.660648,-0.754438,-0.515907,-0.482759,-0.78455
Q96KP1,EXOC2,-0.0882874,-0.199629,-0.158886,-0.270233,-0.756716,-0.492062
O60645,EXOC3,-1.06054,-0.197819,-0.0801697,-0.326233,-0.260389,-0.229254
Q96A65,EXOC4,-0.797508,0.642843,0.656796,0.510738,0.941107,0.556665
O00471,EXOC5,0.190996,-0.146389,-0.0801697,-0.383638,-0.840961,-0.665983
Q9Y2D4,EXOC6B,-1.43156,-1.3806,-1.40948,-1.57033,-0.929714,-1.35126
Q9UPT5,EXOC7,0.37496,-0.197649,-0.290432,-0.341806,-0.493423,-0.335592
Q8IYI6,EXOC8,-3.17506,-1.21018,-1.25778,-1.35182,-2.04003,-1.51675
Q9Y2C4,EXOG,0.0707016,-0.566866,-1.01804,-0.892456,-0.840282,-1.09142
Q9Y3B2,EXOSC1,-2.21137,-0.343742,-0.346014,-0.176323,-0.0319099,-0.206421
Q01780,EXOSC10,-0.130932,0.254574,0.355331,0.349747,0.613533,0.265203
Q13868,EXOSC2,0.424885,-0.13245,-0.0664959,0.0986843,0.15056,0.117977
Q9NQT5,EXOSC3,-2.11935,-0.715631,-0.534996,-0.74523,-0.539145,-0.471071
Q9NPD3,EXOSC4,0.729038,0.0250912,0.0759487,0.202188,0.495695,0.176394
Q9NQT4,EXOSC5,0.505983,-0.587168,-0.394356,-0.430618,-1.66399,-0.480999
Q5RKV6,EXOSC6,1.16185,0.461731,0.563135,0.718981,0.855989,0.730495
Q15024,EXOSC7,-2.33137,0.0740013,0.0759487,0.0867119,0.722466,0.221481
Q96B26,EXOSC8,0.756594,-0.320042,-0.162313,-0.11974,0.604073,0.176394
Q06265,EXOSC9,-1.79292,-0.647221,-0.518057,-0.466713,-0.432768,-0.391031
Q99504,EYA3,-1.47679,-2.40964,-2.62632,-2.30235,-1.98168,-2.28695
Q15910,EZH2,-0.373909,-1.11854,-1.27581,-0.935965,-0.381201,-0.654669
P15311,EZR,2.62396,3.25722,3.30887,3.45595,3.58496,3.62957
Q9Y624,F11R,0.664003,0.515839,0.656796,0,-0.0542126,0.117977
P05413,FABP3,-1.71686,-2.54788,-2.66304,-2.81597,-2.33491,-2.72198
Q01469,FABP5,1.63035,1.51584,1.41015,1.93137,1.73985,2.0161
O60427,FADS1,-1.10236,-0.399963,-0.107916,-0.285793,-0.524477,-0.375927
O95864,FADS2,0.551641,0.16711,0.124447,-0.0128231,-1.18155,0.069479
Q9UNN5,FAF1,0.542625,0.0740013,0.21681,0.191048,0.226509,0.117977
Q96CS3,FAF2,2.12759,1.72935,1.70941,1.63925,1.87971,1.75753
P16930,FAH,0.956532,0.941898,0.752478,0.787151,0.516016,0.885614
Q6P587,FAHD1,-0.635237,0.16711,0.303616,0.179821,-0.399576,0.199114
Q96GK7;Q6P2I3,FAHD2A,1.21105,-0.290712,-0.271055,-0.581425,-0.285177,-0.384279
Q9NVQ4,FAIM,-2.17474,-2.22826,-1.98948,-1.9485,-1.66125,-2.08613
Q9H098,FAM107B,1.77996,-2.10184,-2.04923,-3.24417,-2.15875,-2.58217
Q8IWE2,FAM114A1,-0.929298,-2.43535,-2.45132,-1.75517,-1.61184,-1.91196
Q9NRY5,FAM114A2,0.795069,-0.13245,-0.294472,-0.327938,-0.13933,-0.526863
Q9BPY3,FAM118B,-0.904423,-1.56403,-2.21653,-2.16573,-1.84332,-1.88033
Q9NZB2,FAM120A,0.120029,1.68281,1.61073,1.51521,1.65076,1.58282
Q9NX05,FAM120C,0.429783,-0.0127106,-0.0395279,-0.501673,-1.1637,-0.510315
Q96C01,FAM136A,-1.29063,-0.828577,-0.652813,-0.863997,-0.776436,-0.774008
Q96A26,FAM162A,0.528994,0.921999,0.892084,0.655554,0.555817,0.690968
Q9Y6X4,FAM169A,-2.79343,-2.59727,-2.61062,-3.25077,-2.74819,-3.428
Q8WUF8,FAM172A,-1.85065,-1.13415,-0.897995,-2.40749,-2.83372,-2.27184
Q8N128,FAM177A1,-0.730394,-0.262564,-0.580189,-0.38303,0.34483,-0.0327015
Q96ND0,FAM210A,-2.30663,-0.497643,-1.02246,-0.861591,-0.286259,-0.942587
Q96KR6,FAM210B,-2.13851,-2.60571,-1.94805,-2.12867,-4.47041,-4.70357
Q92520,FAM3C,0.983435,0.296394,0.324526,0.42775,0.464668,0.418283
Q14320,FAM50A,-0.929298,-0.261997,-0.184227,-0.0519943,0.226509,-0.114386
Q5HYJ3,FAM76B,-1.42787,-2.14211,-2.18736,-2.31349,-2.15011,-2.21583
Q6ZRV2,FAM83H,-0.809004,-1.53627,-1.46581,-1.49939,-1.14446,-1.36508
Q658Y4,FAM91A1,-0.941898,-0.508593,-0.696655,-0.723513,-0.371771,-0.605156
Q8NCA5,FAM98A,-2.38548,-1.15631,-1.01605,-0.590385,-0.2258,-0.904083
Q52LJ0,FAM98B,-0.763561,0.286053,0.385492,0.134018,0.555817,0.141628
Q9BXW9,FANCD2,0.0389938,-0.62141,-0.705574,-0.281891,-0.249317,-0.114386
Q9NVI1,FANCI,-0.138163,-0.99939,-1.18976,-0.210371,-0.591675,-0.315475
Q8WVX9,FAR1,-2.2612,-0.502825,-0.507103,-0.197611,-0.264322,-0.0195255
