Protein_ID,Gene,S1,S2,S3,R1,R2,R3
P01023,A2M,-2.29411,0.774441,0.744743,0.0746384,0.555817,0.141628
Q9NRG9,AAAS,2.16038,0.908577,1.0821,0.772278,0.622931,0.813824
Q86V21,AACS,-1.15005,-0.321484,-0.285135,-0.297598,-0.414093,-0.346092
Q2M2I8;Q9NSY1,AAK1,-0.797508,-1.1604,-1.313,-1.00317,-1.00607,-1.27131
Q9H7C9,AAMDC,-2.43268,-0.0384731,-0.0529499,-0.307234,-0.150232,-0.312918
Q13685,AAMP,-0.331844,-0.160463,-0.107916,0.157101,0.52607,0.0570946
Q9Y312,AAR2,-0.565334,-1.04851,-0.963913,-1.37322,-2.93164,-1.14903
P49588,AARS1,2.51292,3.43155,3.48171,3.25664,3.3505,3.28923
Q5JTZ9,AARS2,-1.04687,-0.557362,-0.320156,-0.57902,-0.125839,-0.468645
Q9BTE6,AARSD1,0.468386,-0.776434,-0.642179,-1.01281,-0.701422,-0.979416
Q9NRN7,AASDHPPT,-1.03332,0.461731,0.375509,0.61445,0.0426445,-0.229053
Q9NY61,AATF,0.405121,-0.251318,-0.330917,-0.353392,-0.817875,-0.24238
Q9NRK6,ABCB10,-2.44756,-1.96934,-1.87218,-1.46402,-1.78221,-1.79077
Q9NP58,ABCB6,-2.22938,-2.11909,-2.03838,-2.37902,-3.74314,-2.30035
O75027,ABCB7,1.77996,-0.296539,-0.158186,-0.416798,-0.196276,-0.351393
P33527,ABCC1,0.0196285,-0.0515289,-0.156975,-0.255606,-0.796001,-0.307636
O15438,ABCC3,-0.575115,-1.49231,-1.83706,-1.50606,-1.5507,-1.1648
P33897,ABCD1,-1.29971,-1.38767,-1.3742,-1.26788,-0.83988,-1.12562
P28288,ABCD3,0.405121,1.35694,1.55431,1.32448,1.25701,1.29715
P61221,ABCE1,1.73102,1.11548,1.15395,1.22967,1.0072,1.22148
Q8NE71,ABCF1,-0.0198994,0.38628,0.385492,0.446608,0.464668,0.388939
Q9UG63,ABCF2,0.482601,0.243927,0.239006,0.43721,0.422234,0.388939
Q9NUQ8,ABCF3,-0.855925,0.347019,0.365456,0.379494,0.367371,0.538963
Q9NUJ1,ABHD10,1.191,0.296394,0.171368,0.157101,-0.0998707,0.187799
Q8NFV4,ABHD11,-0.274942,0.16711,0.21681,0.339693,-0.412664,-0.0459976
Q8N2K0,ABHD12,0.219566,-0.616724,-0.383614,-0.704828,-1.04568,-1.12729
Q96IU4,ABHD14B,0.672297,2.20603,2.31672,1.82368,0.454176,1.39879
O95870,ABHD16A,-0.635237,-1.06844,-1.05754,-1.02384,-1.25125,-1.14065
Q8WTS1,ABHD5,-0.0265942,-0.850632,-1.08975,-1.22207,-1.96975,-0.989107
Q8IZP0;Q9NYB9,ABI1,-0.645504,0.759567,0.697437,0.647427,0.367371,0.616966
Q9NYB9,ABI2,-1.20312,-1.61503,-2.9095,-2.51215,-4.42216,-2.2983
O14639,ABLIM1,-5.71156,-1.80191,-1.84202,-2.14838,-1.67299,-2.10754
P11274;Q12979,ABR,-2.69251,-1.87355,-1.88515,-1.73099,-1.0294,-1.81225
Q9P1F3,ABRACL,2.69689,1.92866,1.87801,1.67967,-0.0313873,1.69497
Q15018,ABRAXAS2,-1.33095,-0.867901,-0.851494,-1.34928,-0.845932,-1.14388
P09110,ACAA1,1.95653,1.55082,1.48635,1.25664,1.12433,1.40368
Q13085,ACACA,0.364763,0.767023,0.820293,0.61445,0.757023,0.62538
Q9UKU7,ACAD8,-2.49826,-1.02042,-1.19513,-1.25778,-1.54519,-1.19272
Q9H845,ACAD9,0.473141,1.41504,1.5365,1.33969,1.33342,1.34886
P11310,ACADM,0.883425,1.714,1.68536,1.37949,1.44361,1.37404
P16219,ACADS,0.52442,-0.247627,-0.411606,-1.51941,-1.20984,-1.11913
P45954,ACADSB,0.359638,0.121307,0.0129395,-0.572674,-0.327223,-0.382111
P49748,ACADVL,2.17504,2.40313,2.46297,2.22695,2.35896,2.18211
Q15057,ACAP2,-0.545969,-0.80411,-0.944086,-0.868023,-0.746668,-0.807354
P24752,ACAT1,2.27506,3.13145,3.14369,2.58709,2.91648,2.57415
Q9BWD1,ACAT2,0.825125,1.33202,1.30887,1.06246,1.15056,1.0129
Q9H3P7,ACBD3,0.338955,0.16711,0.136322,0.0746384,0.0285702,0.129852
Q5T8D3,ACBD5,-2.95379,-1.51805,-1.53055,-1.64427,-1.22635,-1.90098
Q9BR61,ACBD6,-1.82047,-3.16278,-2.96021,-2.30044,-1.96146,-2.59153
Q96AP0,ACD,-2.03304,-1.25795,-1.45097,-0.68409,-0.305553,-0.822226
Q9UKV3,ACIN1,1.97005,1.22239,1.31933,1.22421,1.34483,1.1649
P53396,ACLY,2.12154,2.29123,2.31149,2.31425,2.32193,2.3284
P21399,ACO1,1.73301,2.0313,2.10947,1.88372,1.69153,1.81014
Q99798,ACO2,2.48965,2.77998,2.75633,2.39657,2.5656,2.44941
not found,ACOT1,1.34156,0.860598,0.77544,0.589212,0.863939,0.408567
Q9NPJ3,ACOT13,0.477879,-0.286699,-0.247023,-0.180805,0.189034,-0.248531
O00154,ACOT7,2.0707,2.08,1.8638,2.15137,1.76554,2.14456
O14734,ACOT8,1.92912,0.70627,0.580624,0.110559,0.238787,0.243507
Q9Y305,ACOT9,1.44438,2.00946,2.04479,1.87679,1.93357,1.95734
Q15067,ACOX1,0.482601,-0.271427,-0.24852,-0.24992,-0.604681,-0.425619
P24666,ACP1,0.264132,1.22239,1.24998,1.46984,1.41684,1.49373
P11117,ACP2,-1.23985,-0.174677,-0.0801697,-0.210051,-0.345961,-0.258726
Q96CM8,ACSF2,-1.07435,-1.13616,-1.27901,-1.13566,-1.06212,-1.19893
Q4G176,ACSF3,-3.06336,-0.27886,-0.432482,-1.40116,-1.17216,-1.31713
P33121,ACSL1,-0.916807,-0.742506,-0.737116,-0.881824,-0.561096,-0.980474
O95573,ACSL3,1.32324,0.433897,0.481709,0.554861,0.659925,0.608505
O60488,ACSL4,3.38003,3.17554,3.2824,3.46753,3.75489,3.58713
Q9UKU0;Q9ULC5,ACSL5,0.717066,0.109625,0.0510731,0.110559,-0.119465,-0.0195255
Q9NR19,ACSS2,1.06756,0.275635,0.271673,-0.198191,-0.213949,-0.12846
P68032;P68133,ACTA1,6.85206,9.01554,9.1209,9.19218,9.06609,9.0154
not found,ACTB,8.69879,7.85536,7.79195,8.02335,8.10329,7.66315
Q562R1,ACTBL2,-1.86804,-1.67131,-1.08304,-1.39909,1.45943,-1.99514
O96019,ACTL6A,0.528994,1.13289,1.11247,1.17982,0.970854,1.24896
P12814,ACTN1,2.39263,2.47089,2.51847,2.85754,2.91073,2.84477
P35609,ACTN2,0.333736,1.74076,1.70144,2.00637,1.73118,1.78032
O43707,ACTN4,4.03899,5.3594,5.4344,5.54887,5.26679,5.46941
Q9NZ32,ACTR10,-0.197359,-1.36545,-1.32698,-1.30523,-1.02561,-1.17205
P42025;P61163,ACTR1A,2.1336,2.66895,2.82029,2.6515,2.51096,2.53896
P42025,ACTR1B,1.93602,0.132895,0.0129395,-0.147753,0.454176,-0.287701
P61160,ACTR2,1.58056,2.11839,2.19427,2.07767,1.91073,2.06948
P61158,ACTR3,2.0581,2.41504,2.51847,2.46059,2.43029,2.36151
Q9H9F9,ACTR5,-1.31761,-1.65171,-1.4063,-1.4148,-1.42079,-1.41875
Q03154,ACY1,1.73102,1.14439,1.16559,0.907742,1.04264,0.806444
P07311,ACYP1,-2.06685,0.928661,0.973768,1.03157,0.356144,1.12393
P14621,ACYP2,0.68054,0.265142,0.136322,-0.421883,-0.497635,-0.304203
P00813,ADA,-4.21352,-1.11718,-1.28674,-2.35819,-3.09225,-1.68758
O14672,ADAM10,-1.57911,-0.443251,-0.372374,-0.567358,-0.445499,-0.467474
Q13444,ADAM15,-1.42787,-2.1276,-1.93145,-1.61794,-1.19798,-1.54237
Q13443,ADAM9,1.06756,0.200533,0.0257626,0,0.275007,0.0446033
P55265,ADAR,1.76049,1.59338,1.64021,1.59767,1.75275,1.66264
P35611,ADD1,1.22803,1.00632,0.744743,0.455946,0.704872,0.379023
Q9UEY8,ADD3,1.2139,0.211504,-0.213451,-0.524836,-0.303183,-0.477501
P48960,ADGRE5,1.27506,0.479994,0.443989,0.157101,0.454176,0.187799
P11766,ADH5,2.90469,2.47317,2.47003,2.3647,2.29866,2.35393
Q9BV57,ADI1,-1.61724,-1.91975,-2.26692,-1.10447,-1.17476,-2.11145
Q15847,ADIRF,-3.57962,-0.377129,-0.32452,-0.522961,-0.375145,-0.576054
Q9GZN8,ADISSP,-1.7718,1.24393,0.84944,1.08069,1.33914,1.07563
P55263,ADK,0.510614,1.34204,1.4344,1.21874,0.895304,1.15912
Q9H2P0,ADNP,0.39012,0.433897,0.518467,0.267284,0.505892,0.358986
Q96SZ5,ADO,-2.23034,-1.11807,-1.15952,-0.974487,-0.65295,-0.802935
Q9BRR6,ADPGK,1.40263,1.02509,1.05733,0.980721,1.07724,0.753702
Q9NX46,ADPRS,-1.73417,-0.0384731,-0.093977,-0.286394,-0.0213375,-0.0729656
Q16186,ADRM1,1.09558,2.33954,2.12146,2.37211,1.75275,2.4565
P30566,ADSL,1.31532,0.337036,0.453512,0.42775,0.516016,0.447042
Q8N142,ADSS1,0.817669,0.347019,0.415037,-0.33927,-0.686546,0.0570946
P30520,ADSS2,1.55389,1.70239,1.70941,1.84516,1.99639,1.69497
Q8N556,AFAP1,-5.08435,-2.08084,-2.08286,-1.46177,-1.95344,-1.31043
P55196,AFDN,-0.904423,-1.56115,-1.55122,-2.08636,-1.69912,-1.88422
Q9UHB7,AFF4,-2.71554,-2.41172,-2.43334,-2.06319,-2.09438,-2.08283
Q8NB90,AFG2A,-1.47528,-1.22398,-1.51163,-1.14881,-1.17027,-1.11917
Q9BVQ7,AFG2B,-0.526859,-2.16066,-2.01483,-1.38031,-1.82461,-1.65437
Q9Y4W6,AFG3L2,0.7798,1.08,1.02576,0.816446,0.815577,0.806444
Q96P47;Q9UPQ3,AGAP3,-2.22306,-2.04755,-2.34779,-2.09142,-1.94497,-2.03571
P52594,AGFG1,-3.41387,-0.608397,-0.45163,-0.317181,-0.651014,-0.41107
O95081,AGFG2,-0.820591,0.222393,0.395409,-0.231007,0.333424,-0.179024
Q53H12,AGK,1.09249,0.881357,0.77544,0.572138,0.389566,0.36904
P35573,AGL,0.92218,0.178337,0.112474,0.110559,-0.165764,0.00646973
Q9BSE5,AGMAT,1.77996,-1.34341,-1.17358,-1.31496,-1.44409,-1.35791
Q9UL18,AGO1,-0.526859,-1.71374,-2.10364,-1.92692,-1.60028,-1.87204
Q9UKV8,AGO2,0.810175,-0.869593,-0.700354,-0.643057,-1.25925,-0.903181
Q9H9G7,AGO3,-2.49094,-3.3621,-3.6133,-2.79216,-3.56335,-3.32012
Q99943,AGPAT1,-1.9798,-2.78967,-2.94247,-3.9372,-1.11586,-2.82512
Q9NRZ7,AGPAT3,1.77996,-1.03209,-1.14604,-0.675106,-0.956009,-1.12865
Q9NUQ2,AGPAT5,-1.36468,-0.773317,-0.847044,-0.886242,-0.851641,-0.651472
O00116,AGPS,2.02449,1.29123,1.3297,1.38927,1.35614,1.41343
O00468,AGRN,-1.23613,-1.06007,-1.17987,-1.24187,-0.819765,-1.18735
Q6RW13,AGTRAP,-0.0333214,-0.535851,-0.606337,-0.284723,-0.00659561,-0.490524
Q8WYP5,AHCTF1,-0.0953083,-0.365934,-0.385653,-0.334742,0.0426445,-0.196274
P23526,AHCY,1.39263,3.39593,3.41015,3.09868,3.03034,3.14456
O43865;Q96HN2,AHCYL1,1.14408,1.28605,1.2824,0.980721,-0.414137,1.0633
Q96HN2,AHCYL2,-2.59149,-1.59421,-1.63761,-1.75795,-1.27309,-1.94368
Q09666,AHNAK,3.42978,3.65896,3.68738,3.70142,4,3.78783
Q8IVF2,AHNAK2,2.17066,2.50919,2.48635,2.38439,2.7761,2.46824
O95433,AHSA1,1.9967,2.73507,2.68536,2.82007,2.67129,2.90302
P02765,AHSG,-1.9959,-0.363348,-0.493065,-0.161966,0.176323,-0.0729656
Q96BJ3,AIDA,0.101728,-0.772188,-0.787079,-0.559259,-0.119652,-0.518995
O95831,AIFM1,0.307362,0.78182,0.752478,0.639254,0.731184,0.599993
Q12904,AIMP1,1.33112,1.25457,1.26087,1.16282,1.30451,1.12393
Q13155,AIMP2,1.52442,1.2704,1.35024,1.12819,1.03562,0.967299
O00170,AIP,0.167727,2.12711,2.16559,2.05634,1.90304,2.11798
P00568,AK1,1.49901,2.88479,2.81106,2.75914,1.10434,2.48913
P54819,AK2,1.36732,1.6059,1.91294,1.80553,1.58496,1.71087
Q9UIJ7,AK3,0.533552,1.60174,1.5979,1.56784,1.73552,1.4565
P27144,AK4,0.817669,0.99366,1.05107,1.0378,1.37295,1.00001
Q9Y3D8,AK6,1.31002,0.4245,0.345135,0.510738,0.604073,0.582819
O43572,AKAP10,-0.879971,-1.67467,-1.58864,-1.19112,-1.7037,-1.99166
Q02952,AKAP12,0.285908,-0.827177,-1.30327,-2.00408,-1.18882,-1.83495
Q12802,AKAP13,0.617529,0.0125999,0.0882263,-0.0257626,0.565598,0.129852
Q9Y2D5,AKAP2,-2.31323,-2.64342,-2.10323,-2.82743,-1.92572,-2.82731
O43823,AKAP8,-3.16233,-0.506626,-0.0395279,-0.18684,0.0426445,-1.1994
Q9ULX6,AKAP8L,0.510614,-0.534922,-0.511095,-0.629284,-0.426327,-0.655931
P14550,AKR1A1,0.88699,1.48904,1.5002,1.26728,1.24489,1.33354
P15121,AKR1B1,5.81158,8.21185,8.36119,8.59517,7.42627,8.21366
C9JRZ8;O60218,AKR1B10,-2.11101,-0.886528,-0.844543,-0.133678,-0.702909,-3.83158
P52895;Q04828,AKR1C2,2.02773,2.58285,2.52751,2.06552,1.60407,2.20474
P42330,AKR1C3,5.26139,5.11109,5.20347,4.95708,2.98914,4.53227
O43488,AKR7A2,1.42734,2.00316,2.01294,1.49723,1.81558,1.55226
P31749;P31751;Q9Y243,AKT1,-0.356936,-0.518858,-0.557386,-0.0652905,0.545969,-0.467108
Q96B36,AKT1S1,0.39012,1.714,1.47705,1.7073,1.87578,1.60426
P31751,AKT2,-2.20044,-2.48889,-2.41343,-2.05882,-3.40729,-2.33466
P13716,ALAD,0.569508,0.0859737,0.194269,-0.278269,-0.457703,-0.68659
P02768,ALB,3.28185,2.29123,3.85843,3.29617,2.50335,2.38894
Q13740,ALCAM,-1.03332,-2.87141,-1.03859,-0.412275,0.34483,-0.383268
Q8IZ83,ALDH16A1,0.132103,0.0978489,0.182863,0.0746384,0.298658,-0.100447
P54886,ALDH18A1,1.56951,1.78916,1.90255,1.91791,1.91073,1.81014
P30837,ALDH1B1,-0.417236,-0.146389,-0.0395279,0.0501862,-0.61684,0.069479
P05091,ALDH2,2.81393,3.38386,3.21401,3.07615,3.12433,3.13133
P51648,ALDH3A2,0.659842,1.29123,1.28773,0.772278,0.765535,0.791571
P43353;P48448,ALDH3B1,-1.24621,-1.85847,-1.92885,-2.61767,-2.0964,-2.44157
P30038,ALDH4A1,-0.348522,0.2332,0.0129395,-0.714767,-0.0829506,-0.271364
P51649,ALDH5A1,-0.471006,-0.396303,-0.572073,-1.27166,-1.20996,-1.35057
Q02252,ALDH6A1,-0.980371,0.16711,-0.0395279,-0.491425,-0.541014,-0.338509
P49189,ALDH9A1,0.791265,1.63472,1.65267,1.11646,1.29866,1.20474
P04075,ALDOA,4.88922,4.72266,4.70244,4.63618,4.81762,4.58174
P09972,ALDOC,2.39263,1.90182,0.973768,-0.336576,-0.303085,-0.634201
Q9BT22,ALG1,-0.138163,-0.728882,-0.671297,-0.699184,-0.742771,-0.76148
Q2TAA5,ALG11,1.77996,-1.74569,-1.79507,-1.63592,-1.61657,-2.02914
Q9BV10,ALG12,-2.11138,-1.68177,-0.752256,0.0501862,-0.909851,-0.996092
Q9NP73,ALG13,-1.95579,-1.39819,-1.22583,-1.33152,-1.35759,-1.46956
Q9H553,ALG2,-2.58395,-2.94727,-2.17027,-1.98901,-2.89535,-3.47228
Q92685,ALG3,-1.90476,-2.51851,-2.68495,-2.68984,-3.44001,-2.76984
Q9Y673,ALG5,1.77996,0.0125999,0.136322,-0.0519943,-0.00797272,-0.100447
Q9Y672,ALG6,1.77996,-1.57598,-1.55255,-1.3258,-1.21017,-2.12021
Q6P6C2,ALKBH5,2.15299,1.00632,0.967134,0.647427,1.29866,0.82847
P05187;P09923,ALPP,0.0893993,-0.709021,-0.714291,-2.11749,-2.58936,-3.24326
Q86V81,ALYREF,2.67642,1.75957,1.82029,1.73824,1.72247,1.94058
Q9UHK6,AMACR,-0.730394,-0.359497,-0.430189,-0.754581,-1.36724,-0.829967
Q9Y303,AMDHD2,-1.76451,-2.43166,-2.56547,-2.50497,-2.79548,-2.41336
Q9UKV5,AMFR,1.77996,-5.087,-4.70896,-4.62095,-4.81645,-4.09507
Q01433,AMPD2,-4.17986,0.550816,0.614975,0.537373,0.669027,0.556665
Q9H1A4,ANAPC1,-0.697971,-1.42724,-1.30184,-1.79301,-2.5497,-1.35213
Q96DE5,ANAPC16,-1.65905,-1.98886,-1.67568,-1.40964,-1.64445,-2.10762
Q9UJX3,ANAPC7,-0.461905,-1.51108,-1.45194,-1.51435,-1.55757,-1.32163
Q12955,ANK3,-1.82047,-3.14113,-3.30616,-1.86514,-2.2481,-1.90822
Q9P2R3,ANKFY1,0.236439,0.443235,0.405256,0.213243,0.367371,0.286577
Q9HCJ1,ANKH,-2.34691,-2.78039,-3.04079,-3.15111,-2.67646,-2.62437
Q8IWZ3,ANKHD1,-0.62504,-0.0255337,0.0129395,0.0624638,0.226509,0.129852
Q86XL3,ANKLE2,1.77996,-1.67903,-1.78838,-1.40207,-1.25048,-1.4586
Q8IV38,ANKMY2,-3.25235,-3.42664,-3.34144,-3.30168,-2.61183,-3.0785
not found,ANKRD13A,-2.33571,-2.38946,-2.75492,-3.13034,-2.59677,-3.77924
O75179,ANKRD17,1.77996,-1.74229,-1.82895,-1.57653,-4.7941,-1.84922
Q9H8Y5,ANKZF1,-1.45296,-1.52532,-1.34311,-0.929146,-1.98268,-1.30515
Q9NQW6,ANLN,-1.13093,-1.40061,-1.5,0.537373,0.1635,0.484516
Q4KMQ2,ANO6,-1.13093,-2.31503,-2.3665,-2.31664,-1.89589,-2.43447
P39687;O43423,ANP32A,3.88699,3.93198,3.87624,4.03313,4.15381,4.06794
Q92688,ANP32B,1.33374,2.90689,2.94029,2.96935,2.66221,2.90129
Q9BTT0,ANP32E,1.17358,1.45713,1.77544,2.04091,1.62293,1.73439
Q9H6X2,ANTXR1,-2.34691,-2.80757,-3.03568,-3.14628,-3.2639,-3.18963
P04083,ANXA1,4.14333,4.40193,4.42838,4.53517,4.20163,4.44585
P50995,ANXA11,1.53583,2.379,2.47237,2.28311,2.01792,2.2652
A6NMY6;P07355,ANXA2,5.05097,6.09081,6.17137,6.16353,5.49506,6.15222
P12429,ANXA3,1.51523,2.4339,2.48171,3.0548,2.75061,3.08328
P09525,ANXA4,1.15299,1.69849,1.76017,1.42299,1.32769,1.43273
P08758,ANXA5,4.88699,4.94437,5.04321,5.07918,4.47249,5.00082
P08133,ANXA6,2.27506,2.2332,1.97377,1.79453,1.50589,1.74601
P20073,ANXA7,1.1765,2.45713,2.48867,2.36965,2.46205,2.27326
P13928,ANXA8,-2.53017,-1.89072,-1.67742,-1.54437,-1.17187,-1.69658
Q10567,AP1B1,1.93257,1.22239,1.17713,1.05634,1.14405,1.05709
O43747,AP1G1,-0.687325,1.46173,1.44399,1.15137,1.31615,1.1649
O75843,AP1G2,-1.92438,-2.56142,-2.24732,-1.78799,-2.02992,-1.71061
Q9BXS5,AP1M1,0.487307,1.64689,1.73697,1.62276,1.40054,1.55226
P61966,AP1S1,-1.39154,0.132895,0.0882263,-0.180962,-0.49305,-0.19747
P56377,AP1S2,-2.39363,-2.08892,-2.10603,-2.5701,-1.48148,-2.193
O94973;O95782,AP2A1,2.67642,3.10962,3.05421,2.71898,2.53356,2.75562
O94973,AP2A2,1.1589,1.0126,0.760172,0.764784,0.555817,0.730495
P63010,AP2B1,2.55837,2.63063,2.57191,2.36965,2.47249,2.35899
Q96CW1,AP2M1,2.56951,3.2305,3.18572,3.08971,2.9222,3.10751
P53680,AP2S1,1.75464,2.2115,2.14516,2.16851,-1.57268,1.76136
O00203,AP3B1,-0.116575,1.13865,1.21121,1.02531,1.01436,0.835739
O14617,AP3D1,0.405121,0.0859737,0.0882263,-0.161966,-0.235994,-0.0327015
Q9Y2T2,AP3M1,1.19388,0.405516,0.453512,0.483603,0.505892,0.328398
Q92572,AP3S1,-0.00660324,1.35694,1.4344,1.12234,1.29866,1.17066
O00189,AP4M1,-1.42787,-2.11831,-1.79239,-1.80707,-1.89005,-1.94028
Q9Y587,AP4S1,-3.57225,-1.62415,-1.88804,-2.36716,-3.35608,-1.88439
O14727,APAF1,1.77996,-5.02119,-4.02554,-3.61272,-2.72184,-3.90733
P13798,APEH,1.117,1.48452,1.50479,1.25128,1.23266,1.27593
P27695,APEX1,3.68669,3.2704,3.30887,3.22967,3.85798,3.22148
Q9BZZ5,API5,0.533552,2.05281,2.13336,2.00954,1.67807,2.14748
Q96GX9,APIP,-0.774788,0.16711,0.260866,0.191048,0.15056,0.0192928
Q06481,APLP2,1.77996,-1.0582,-0.562717,-0.730379,-0.824493,-0.816139
Q9HDC9,APMAP,0.0131149,2.25192,2.2957,1.84516,1.0635,1.8175
P04114,APOB,0.68054,-0.669306,-0.466017,0.894068,0.495695,-0.297697
Q9NRW3,APOBEC3C,-0.182331,-0.407026,0.0257626,0.501749,-0.439899,-0.216269
Q9BQE5,APOL2,1,2.08,2.05421,2.09868,2.01078,2.12689
Q9BUR5,APOO,-0.763561,0.78182,0.545433,0.474442,0.739849,0.4659
Q6UXV4,APOOL,-2.40426,-1.60197,-1.34386,-1.79458,-1.77168,-1.70121
P05067,APP,-0.461905,0.14439,0.112474,-0.11974,-0.755291,-0.0729656
Q9UKG1,APPL1,-1.10236,-0.726824,-0.618132,-0.639494,-0.32386,-0.617304
Q8NEU8,APPL2,-2.1332,-2.06438,-2.14293,-2.58927,-2.58651,-2.09054
P07741,APRT,4.191,4.06647,4.20699,3.8593,3.8679,4.02089
O60306,AQR,-0.212545,0.326982,0.314108,0.213243,0.0285702,0.164898
P04049;P10398;P15056,ARAF,1.77996,-0.844191,-0.821831,-0.981878,-0.731237,-0.775042
Q96P48,ARAP1,0.5959,0.0374756,-0.0664959,-0.298639,-0.377913,0.0817566
P48444,ARCN1,1.90293,2.46632,2.5162,2.66766,2.74846,2.60426
not found,ARF1,1.45403,2.81637,3.08364,2.89407,1.37851,2.4822
P18085,ARF4,2.3285,3.30922,3.64645,3.74968,3.18587,3.34122
P84085,ARF5,1.70903,2.04975,2.09128,2.0594,1.77821,1.85017
P62330,ARF6,0.519833,0.666956,0.527512,0.687616,0.536053,0.608505
Q8N6T3,ARFGAP1,-1.10236,0.2332,0.171368,0.0867119,0.422234,0.164898
Q8N6H7,ARFGAP2,-0.809004,-0.502893,-0.504803,-0.401581,-0.299042,-0.439066
Q9NP61,ARFGAP3,0.219566,-0.423082,-0.280649,0.0127106,0.226509,-0.142673
Q9Y6D6,ARFGEF1,-2.33197,-2.30791,-2.78255,-1.73259,-2.4305,-2.24053
Q9Y6D5,ARFGEF2,-0.0265942,-0.54405,-0.527834,-0.918102,-0.823208,-0.83173
P53367,ARFIP1,0.41997,-0.348801,-0.29608,-0.41819,-0.152927,-0.409883
P53365,ARFIP2,-1.41539,-0.882227,-0.975525,-0.6087,-0.67857,-0.607874
Q13795,ARFRP1,-1.13868,-1.39436,-2.19455,-2.47522,-1.14355,-1.48907
P78540,ARG2,-3.53552,-3.03343,-2.70239,-3.28736,-2.72888,-3.15619
Q9NWB6,ARGLU1,-4.83665,-3.02042,-1.28364,-3.91329,-0.221781,-3.37885
Q07960,ARHGAP1,2.12759,1.72935,1.85664,1.74587,1.69599,1.87507
Q68EM7,ARHGAP17,0.560602,-0.672165,-0.619509,-0.355122,-0.504301,-0.405041
Q8N392,ARHGAP18,-3.14303,-2.25057,-2.1445,-2.0482,-1.96778,-2.24323
Q9NRY4,ARHGAP35,-1.0199,-1.00245,-1.08808,-1.14802,-1.08686,-0.940329
Q92619,ARHGAP45,1.77996,-1.90751,-1.82821,-2.3294,-2.21532,-2.43312
P52565,ARHGDIA,2.27506,3.93198,3.84039,3.8593,3.15543,3.89608
Q92888,ARHGEF1,1.61107,1.03748,1.01937,1.09868,1.12433,1.00647
O15013,ARHGEF10,-1.8167,-1.93078,-1.86945,-2.06044,-1.3922,-1.93652
Q5VV41,ARHGEF16,-1.50751,-1.41191,-1.36808,-0.896488,-1.19922,-1.11171
Q92974,ARHGEF2,-0.235628,-0.350372,-0.36524,-0.133678,0.0143566,0.0320034
A5YM69,ARHGEF35,-4.46689,-3.10649,-2.96312,-2.87781,-2.77385,-3.1084
Q12774,ARHGEF5,-2.20861,-0.13245,-0.256948,-0.161966,0.78241,-0.462393
Q14155,ARHGEF7,0.519833,0.767023,0.640213,0.267284,0.443607,0.141628
O14497,ARID1A,-1.79579,-1.37463,-0.8195,-1.18315,-1.69947,-1.5186
Q8NFD5,ARID1B,-3.8334,-3.96749,-4.2418,-4.24645,-4.17763,-3.67203
Q68CP9,ARID2,-1.82047,-3.1192,-2.49036,-3.2461,-2.75588,-4.18571
Q9Y4X5,ARIH1,-1.06054,0.265142,0.345135,0.179821,0.422234,0.141628
O95376,ARIH2,-0.730394,-0.428091,-0.510357,-0.575569,-0.48311,-0.237759
P40616,ARL1,-0.584963,0.405516,0.729145,0.838034,-0.762047,-0.463657
P36404,ARL2,0.449215,-0.341311,-0.341814,-0.278414,0.422234,-0.202776
Q9Y2Y0,ARL2BP,1.77996,0.222393,0.249977,0.202188,0.189034,0.318056
P36405,ARL3,0.468386,0.853611,0.885063,0.928015,0.137505,0.730495
Q15041,ARL6IP1,-0.584963,1.1558,1.23901,1.30394,0.124329,1.36402
Q66PJ3,ARL6IP4,1.77996,-0.0515289,0.182863,0.191048,0.189034,0.153311
O75915,ARL6IP5,-0.212545,2.59965,2.66911,2.35724,1.90304,2.74021
Q96BM9,ARL8A,-1.2237,-1.37367,-1.37872,-0.213972,-1.03551,-0.329931
Q96BM9;Q9NVJ2,ARL8B,2.1291,2.16993,2.05733,2.06857,2.33056,1.51653
Q9NVT9,ARMC1,0.890549,0.0374756,-0.393448,-0.1877,-0.493803,-0.68343
Q8N2F6,ARMC10,0.604591,0.296394,0.314108,0.35973,-0.0265408,-0.301586
Q6NXE6,ARMC6,-0.356936,-1.49881,-1.44548,-1.39026,-0.855314,-1.30404
Q8IUR7,ARMC8,-0.399748,-0.0515289,-0.12199,-0.0922585,-0.0304546,-0.12846
Q9UH62,ARMCX3,-1.73079,-0.73514,-0.658405,-0.736837,-0.412712,-0.745136
Q5T2E6,ARMH3,-0.0953083,-1.25608,-1.32839,-1.31685,-1.46517,-1.37652
Q9H993,ARMT1,-0.307182,-0.495634,-0.347282,-0.414862,-0.134487,-0.490545
Q92747,ARPC1A,-0.348522,1.21696,1.20558,1.28311,1.32769,1.17066
O15143,ARPC1B,0.496675,1.64284,1.72522,1.88372,1.82375,1.74986
O15144,ARPC2,0.132103,1.94847,1.97046,1.93137,1.58976,1.90302
O15145,ARPC3,1.09866,2.56371,2.62554,2.53737,2.46467,2.43991
P59998,ARPC4,1.06442,3.65896,3.70742,3.88545,3.43296,3.71087
O15511,ARPC5,1.87626,3.0282,3.11847,3.1238,3.51096,3.14602
Q9BPX5,ARPC5L,0.57836,1.55513,1.49099,1.53297,1.90689,1.56544
